Trade Date,Type,Ticker,Security Type,Price USD,Quantity,Amount USD
12/29/2022,Dividend,GS,Stock,0.0,0.0,52.88
12/29/2022,Reinvest,GS,Stock,0.0,0.15428,-52.88
12/23/2022,Dividend,VDC,Stock,0.0,0.0,86.87
12/23/2022,Dividend,VOX,Stock,0.0,0.0,28.33
12/23/2022,Reinvest,VOX,Stock,0.0,0.34543,-28.33
12/23/2022,Reinvest,VDC,Stock,0.0,0.45026,-86.87
12/22/2022,Reinvest,SCHZ,Stock,0.0,0.01532,-0.71
12/22/2022,Dividend,NVDA,Stock,0.0,0.0,6.9
12/22/2022,Reinvest,NVDA,Stock,0.0,0.04407,-6.9
12/22/2022,Dividend,SCHZ,Stock,0.0,0.0,0.71
12/21/2022,DBT,NTDOY,Stock,0.0,0.0,-5.5
12/21/2022,Dividend,NTDOY,Stock,0.0,0.0,57.67
12/21/2022,WHT,NTDOY,Stock,0.0,0.0,-8.83
12/21/2022,Dividend,FHLC,Stock,0.0,0.0,11.83
12/21/2022,Dividend,FTEC,Stock,0.0,0.0,65.74
12/21/2022,Reinvest,FTEC,Stock,0.0,0.68493,-65.74
12/21/2022,Dividend,FCOM,Stock,0.0,0.0,37.35
12/21/2022,DBS,QACDS,Money Market,0.0,92.52,-92.52
12/20/2022,Reinvest,VGT,Stock,0.0,0.37884,-121.48
12/20/2022,Dividend,VGT,Stock,0.0,0.0,121.48
12/19/2022,Dividend,FBSOX,Mutual Fund,0.0,0.0,0.62
12/19/2022,Reinvest,FBSOX,Mutual Fund,0.0,0.012,-0.62
12/13/2022,Dividend,SCHF,Stock,0.0,0.0,107.17
12/13/2022,Reinvest,SCHF,Stock,0.0,3.27536,-107.17
12/13/2022,Dividend,SCHX,Stock,0.0,0.0,88.45
12/13/2022,Reinvest,SCHX,Stock,0.0,1.91077,-88.45
12/12/2022,Dividend,SCHA,Stock,0.0,0.0,45.96
12/12/2022,Reinvest,SCHA,Stock,0.0,1.11257,-45.96
12/08/2022,Reinvest,MSFT,Stock,0.0,0.17109,-41.74
