Trade Date,Type,Ticker,Security Type,Price USD,Quantity,Amount USD
04/23/2020,Buy,BABA,Stock,205,5,-1025
04/21/2020,Buy,ZNGA,Stock,7.5,300,-2250
04/21/2020,Buy,SHOP,Stock,600,5,-3000
04/21/2020,Buy,NVDA,Stock,280,15,-4200
04/17/2020,Buy,MSFT,Stock,176,40,-7040
04/16/2020,Buy,MA,Stock,255,10,-2550
04/16/2020,Buy,FB,Stock,175,10,-1750
04/16/2020,Buy,UAL,Stock,29,100,-2900
04/16/2020,Buy,BRKB,Stock,187,20,-3740
04/09/2020,Buy,MA,Stock,270,20,-5400
04/09/2020,Reinvest,FBSOX,Mutual Fund,66.56,0.264,-17.56
04/09/2020,Dividend,FBSOX,Mutual Fund,0,0,0.23
04/09/2020,Dividend,FBSOX,Mutual Fund,0,0,17.58
04/07/2020,Reinvest,SCHZ,Bond,54.69,0.01334,-0.73
04/07/2020,Dividend,SCHZ,Bond,0,0,0.73
04/06/2020,Buy,ZM,Stock,110,30,-3300
03/30/2020,Reinvest,SCHX,Stock,60.75,1.10922,-67.39
03/30/2020,Reinvest,SCHA,Stock,51.07,0.47992,-24.51
03/30/2020,Dividend,SCHX,Stock,0,0,67.39
03/30/2020,Dividend,SCHA,Stock,0,0,24.51
03/25/2020,Dividend,FTEC,Stock,0,0,16.74
03/25/2020,Dividend,FHLC,Stock,0,0,15.49
03/20/2020,Reinvest,NVDA,Stock,224.78,0.00711,-1.6
03/20/2020,Dividend,NVDA,Stock,0,0,1.6
03/18/2020,Reinvest,VDC,Stock,136.73,0.23191,-31.71
03/18/2020,Reinvest,VOX,Stock,73.5,0.35729,-26.26
03/18/2020,Dividend,VDC,Stock,0,0,31.71
03/18/2020,Dividend,VOX,Stock,0,0,26.26
03/13/2020,Reinvest,VGT,Stock,206.08,0.41322,-85.16
03/13/2020,Dividend,VGT,Stock,0,0,85.16
03/12/2020,Buy,TSLA,Stock,580.5,10,-5805
03/12/2020,Buy,VGT,Stock,203.3,20,-4066
03/11/2020,Buy,MSFT,Stock,151,20,-3020
03/09/2020,Buy,AMZN,Stock,1774,3,-5322
03/09/2020,Deposit,CASH,Cash,0,0,20000
03/06/2020,Reinvest,SCHZ,Bond,56.09,0.01248,-0.7
03/06/2020,Dividend,SCHZ,Bond,0,0,0.7
03/05/2020,Buy,LKNCY,Stock,42.09,20,-841.88
03/03/2020,Buy,DXCM,Stock,275,10,-2750
03/03/2020,Buy,AMZN,Stock,1830,5,-9150
03/02/2020,Reinvest,FBSOX,Mutual Fund,79.41,13.016,-1033.62
03/02/2020,Buy,JATAX,Mutual Fund,39.26,64.466,-2530.88
03/02/2020,Deposit,CASH,Cash,0,0,3500
02/28/2020,Buy,TSLA,Stock,620,10,-6200
02/28/2020,Buy,HUBS,Stock,170,20,-3400
02/28/2020,Buy,FTNT,Stock,100,20,-2000
02/28/2020,Buy,AMZN,Stock,1830,5,-9150
02/27/2020,Buy,AMZN,Stock,1915,5,-9575
02/26/2020,Buy,TSLA,Stock,784.26,10,-7842.62
02/26/2020,Buy,TSLA,Stock,795,10,-7950
02/26/2020,Buy,DIS,Stock,133.69,20,-2673.76
02/26/2020,Buy,SHOP,Stock,498.84,5,-2494.2
02/24/2020,Buy,NVDA,Stock,278.77,10,-2787.68
02/24/2020,Buy,NICE,Stock,170,20,-3400
02/24/2020,Buy,FB,Stock,202.66,10,-2026.59
02/24/2020,Buy,DXCM,Stock,285.06,10,-2850.59
02/07/2020,Reinvest,SCHZ,Bond,54.23,0.01475,-0.8
02/07/2020,Dividend,SCHZ,Bond,0,0,0.8
02/03/2020,Buy,SNPS,Stock,149.66,20,-2993.2
02/03/2020,Buy,MKC,Stock,165,20,-3300
01/31/2020,Buy,IDXX,Stock,275,20,-5500
01/30/2020,Buy,JATAX,Mutual Fund,39.75,62.893,-2500
01/30/2020,Buy,FBSOX,Mutual Fund,80.91,24.719,-2000
01/23/2020,Buy,ZM,Stock,75.5,50,-3775
01/23/2020,Buy,TTD,Stock,275,10,-2750
01/23/2020,Buy,NFLX,Stock,326,10,-3260
01/23/2020,Buy,APPN,Stock,49.8,50,-2490
01/02/2020,Interest,QACDS,Money Market,0,0,0.85
