Trade Date,Type,Ticker,Security Type,Price USD,Quantity,Amount USD
06/02/2025,Interest,,Municipal Bond,0,0,0.64
5/15/2025,Dividend,AAPL,Stock,0,0,31.82
5/15/2025,Buy,AAPL,Stock,210.86,0.1509,-31.82
05/12/2025,DBS,QACDS,Money Market,0,0.01,-0.01
05/09/2025,Dividend,MA,Stock,0,0,27.26
05/09/2025,Buy,MA,Stock,567.45,0.04803,-27.25
05/07/2025,DBS,QACDS,Money Market,0,0.01,-0.01
05/07/2025,Dividend,SCHZ,Stock,0,0,1.1
05/07/2025,Buy,SCHZ,Stock,22.98,0.04786,-1.1
05/06/2025,Buy,ASML,Stock,677.3,0.0324,-21.94
05/06/2025,Dividend,ASML,Stock,0,0,25.82
05/06/2025,WHT,ASML,Stock,0,0,-3.87
05/01/2025,WDL,QACDS,Money Market,0,-21083,21083
05/01/2025,Reinvest,QACDS,Money Market,0,0.03,-0.03
05/01/2025,Dividend,VMFXX,Money Market,0,0,161.23
05/01/2025,Reinvest,VMFXX,Money Market,0,161.23,-161.23
05/01/2025,Interest,,Municipal Bond,0,0,0.03
4/30/2025,BNK,,Other,0,0,100000
4/30/2025,DBS,QACDS,Money Market,0,100000,-100000
4/30/2025,Dividend,QQQ,Stock,0,0,14.31
4/30/2025,Buy,QQQ,Stock,467.07,0.03063,-14.31
4/30/2025,Buy,VGT,Stock,534.42,10,-5344.15
4/30/2025,Buy,VOX,Stock,143.63,40,-5745.3
4/30/2025,Buy,VOO,Stock,499.68,20,-9993.55
4/29/2025,Buy,JD,Stock,32.94,0.03005,-0.99
4/29/2025,Dividend,JD,Stock,0,0,1
4/29/2025,ADR,JD,Stock,0,0,-0.01
4/24/2025,Dividend,CRM,Stock,0,0,9.2
4/24/2025,Buy,CRM,Stock,257.62,0.03571,-9.2
4/21/2025,Buy,MKC,Stock,75.2,0.26237,-19.73
4/21/2025,Dividend,MKC,Stock,0,0,19.73
4/15/2025,Dividend,AVB,Stock,0,0,36.26
4/15/2025,Buy,AVB,Stock,201.13,0.18028,-36.26
4/14/2025,Reinvest,FBSOX,Mutual Fund,0,0.019,-0.96
4/14/2025,Dividend,FBSOX,Mutual Fund,0,0,21.17
4/14/2025,Dividend,FBSOX,Mutual Fund,0,0,0.96
4/14/2025,CAP,FBSOX,Mutual Fund,0,0,411.36
4/14/2025,Reinvest,FBSOX,Mutual Fund,0,8.177,-411.36
4/14/2025,Reinvest,FBSOX,Mutual Fund,0,0.421,-21.17
04/10/2025,Dividend,MTN,Stock,0,0,37.64
04/10/2025,Buy,MTN,Stock,139.71,0.26941,-37.64
04/10/2025,Dividend,VDC,Stock,0,0,97.84
04/10/2025,Reinvest,VDC,Stock,0,0.45269,-97.84
04/10/2025,Dividend,VOX,Stock,0,0,256.23
04/10/2025,Reinvest,VOX,Stock,0,1.70808,-256.23
04/07/2025,Dividend,SCHZ,Stock,0,0,1.04
04/07/2025,Buy,SCHZ,Stock,23.23,0.04477,-1.04
04/02/2025,Buy,NVDA,Stock,107.33,0.17246,-18.51
04/02/2025,Dividend,NVDA,Stock,0,0,18.51
04/01/2025,Reinvest,QACDS,Money Market,0,0.02,-0.02
04/01/2025,Reinvest,VMFXX,Money Market,0,166.17,-166.17
04/01/2025,Dividend,VMFXX,Money Market,0,0,166.17
04/01/2025,Interest,,Municipal Bond,0,0,0.02
3/31/2025,Dividend,SCHX,Stock,0,0,86.23
3/31/2025,Buy,SCHX,Stock,21.68,3.97702,-86.23
3/31/2025,Buy,SCHA,Stock,23.16,1.09192,-25.29
3/31/2025,Dividend,SCHA,Stock,0,0,25.29
3/31/2025,Dividend,VTI,Stock,0,0,305.79
3/31/2025,Buy,VTI,Stock,269.89,1.13302,-305.79
3/31/2025,Buy,VOO,Stock,506.89,1.4797,-750.04
3/31/2025,Dividend,VOO,Stock,0,0,750.04
3/28/2025,Dividend,GS,Stock,0,0,67.54
3/28/2025,Buy,GS,Stock,555.86,0.1215,-67.54
3/27/2025,Buy,VGT,Stock,559.85,0.52865,-295.97
3/27/2025,Dividend,VGT,Stock,0,0,295.97
3/26/2025,Dividend,META,Stock,0,0,13.17
3/26/2025,Buy,META,Stock,621.98,0.02117,-13.17
3/25/2025,Buy,FHLC,Stock,69.34,0.22252,-15.43
3/25/2025,Dividend,FHLC,Stock,0,0,15.43
3/25/2025,Dividend,FTEC,Stock,0,0,101.21
3/25/2025,Buy,FTEC,Stock,171.31,0.59081,-101.21
3/25/2025,Buy,FCOM,Stock,58.76,1.12973,-66.38
3/25/2025,Dividend,FCOM,Stock,0,0,66.38
3/24/2025,Dividend,PAYC,Stock,0,0,12.77
3/24/2025,Buy,PAYC,Stock,221.34,0.05769,-12.77
3/21/2025,Buy,IYW,Stock,143.92,0.02091,-3.01
3/21/2025,Dividend,IYW,Stock,0,0,3.01
3/13/2025,Dividend,MSFT,Stock,0,0,93.41
3/13/2025,Buy,MSFT,Stock,382.97,0.24391,-93.41
03/11/2025,WDL,QACDS,Money Market,0,-5549.8,5549.8
03/10/2025,Buy,VGT,Stock,554.98,10,-5549.8
03/07/2025,Buy,SCHZ,Stock,23.17,0.04575,-1.06
03/07/2025,Dividend,SCHZ,Stock,0,0,1.06
03/03/2025,Reinvest,QACDS,Money Market,0,0.31,-0.31
03/03/2025,Dividend,VMFXX,Money Market,0,0,150.61
03/03/2025,Reinvest,VMFXX,Money Market,0,150.61,-150.61
03/03/2025,Interest,,Municipal Bond,0,0,0.31
2/25/2025,WDL,QACDS,Money Market,0,-22669.33,22669.33
2/24/2025,WDL,QACDS,Money Market,0,-85011.14,85011.14
2/24/2025,Buy,VGT,Stock,615.06,10,-6150.57
2/24/2025,Buy,VGT,Stock,614.91,10,-6149.09
2/24/2025,Buy,VOX,Stock,162.44,30,-4873.07
2/24/2025,Buy,VOO,Stock,549.66,10,-5496.6
2/21/2025,BNK,,Other,0,0,100000
2/21/2025,DBS,QACDS,Money Market,0,100000,-100000
2/21/2025,Buy,QQQ,Stock,526.23,20,-10524.5
2/21/2025,Buy,VGT,Stock,624.35,30,-18730.5
2/21/2025,Buy,VGT,Stock,631.67,10,-6316.7
2/21/2025,Buy,VOX,Stock,163.08,100,-16308
2/21/2025,Buy,VOO,Stock,551.59,50,-27579.59
2/21/2025,Buy,VOO,Stock,555.18,10,-5551.85
2/19/2025,Buy,ASML,Stock,746.74,0.02204,-16.46
2/19/2025,Dividend,ASML,Stock,0,0,19.36
2/13/2025,WDL,QACDS,Money Market,0,-23426.2,23426.2
2/13/2025,Dividend,AAPL,Stock,0,0,30.57
2/13/2025,Buy,AAPL,Stock,236.62,0.12919,-30.57
02/12/2025,WDL,QACDS,Money Market,0,-26743.47,26743.47
02/12/2025,Buy,VGT,Stock,619.66,20,-12393.17
02/12/2025,Buy,VOO,Stock,551.65,20,-11033.03
02/11/2025,WDL,QACDS,Money Market,0,-16752,16752
02/11/2025,Buy,UBER,Stock,78.24,200,-15648
02/11/2025,Buy,VOO,Stock,554.77,20,-11095.47
02/10/2025,Buy,VOX,Stock,167.52,100,-16752
02/07/2025,BNK,,Other,0,0,70000
02/07/2025,DBS,QACDS,Money Market,0,70000,-70000
02/07/2025,Dividend,MA,Stock,0,0,27.22
02/07/2025,Buy,MA,Stock,568.96,0.04784,-27.22
02/07/2025,Buy,SCHZ,Stock,22.84,0.05296,-1.21
02/07/2025,Dividend,SCHZ,Stock,0,0,1.21
02/05/2025,WDL,QACDS,Money Market,0,-90005.85,90005.85
02/04/2025,Buy,VTI,Stock,298.14,50,-14906.75
02/04/2025,Buy,VGT,Stock,615.38,20,-12307.5
02/04/2025,Buy,VGT,Stock,615.62,30,-18468.6
02/04/2025,Buy,VOX,Stock,168.46,100,-16845.5
02/04/2025,Buy,VOO,Stock,549.55,50,-27477.5
02/03/2025,BNK,,Other,0,0,100000
02/03/2025,DBS,QACDS,Money Market,0,100000,-100000
02/03/2025,Reinvest,QACDS,Money Market,0,0.07,-0.07
02/03/2025,Dividend,VMFXX,Money Market,0,0,167.11
02/03/2025,Reinvest,VMFXX,Money Market,0,167.11,-167.11
02/03/2025,Interest,,Municipal Bond,0,0,0.07
1/28/2025,WDL,QACDS,Money Market,0,-61905.35,61905.35
1/27/2025,BNK,,Other,0,0,20000
1/27/2025,BNK,,Other,0,0,40000
1/27/2025,DBS,QACDS,Money Market,0,60000,-60000
1/27/2025,Buy,AAPL,Stock,227.08,20,-4541.6
1/27/2025,Buy,FTEC,Stock,182.54,20,-3650.73
1/27/2025,Buy,FCOM,Stock,61.18,30,-1835.48
1/27/2025,Buy,IYW,Stock,156.37,40,-6254.6
1/27/2025,Buy,NVDA,Stock,125.99,20,-2519.7
1/27/2025,Buy,NVDA,Stock,118.94,15,-1784.1
1/27/2025,Buy,NVDA,Stock,125.69,20,-2513.8
1/27/2025,Buy,NVDA,Stock,117.84,40,-4713.6
1/27/2025,Buy,VTI,Stock,296.63,20,-5932.6
1/27/2025,Buy,VTI,Stock,295.93,10,-2959.3
1/27/2025,Buy,VDC,Stock,215.14,20,-4302.85
1/27/2025,Buy,VGT,Stock,614.14,10,-6141.4
1/27/2025,Buy,VGT,Stock,603.33,10,-6033.31
1/27/2025,Buy,VOX,Stock,161.42,20,-3228.48
1/27/2025,Buy,VOO,Stock,549.38,10,-5493.8
1/16/2025,Buy,DIS,Stock,108.21,0.20968,-22.69
1/16/2025,Dividend,DIS,Stock,0,0,22.69
1/15/2025,Dividend,AVB,Stock,0,0,34.96
1/15/2025,Buy,AVB,Stock,223.56,0.15637,-34.96
1/13/2025,WDL,QACDS,Money Market,0,-48049.62,48049.62
1/13/2025,Dividend,MKC,Stock,0,0,19.6
1/13/2025,Buy,MKC,Stock,70.25,0.27898,-19.6
01/10/2025,BNK,,Other,0,0,50000
01/10/2025,DBS,QACDS,Money Market,0,50000,-50000
01/10/2025,Buy,BTCO,Stock,93.81,50,-4690.33
01/10/2025,Buy,NVDA,Stock,135.72,30,-4071.45
01/10/2025,Buy,CRM,Stock,319.22,0.02769,-8.84
01/10/2025,Dividend,CRM,Stock,0,0,8.84
01/10/2025,Dividend,MTN,Stock,0,0,37.18
01/10/2025,Buy,MTN,Stock,179.23,0.20744,-37.18
01/10/2025,Buy,VTI,Stock,287.04,30,-8611.2
01/10/2025,Buy,VGT,Stock,611.38,20,-12227.64
01/10/2025,Buy,VOX,Stock,155.57,50,-7778.6
01/10/2025,Buy,VOO,Stock,533.52,20,-10670.4
01/02/2025,Reinvest,QACDS,Money Market,0,0.24,-0.24
01/02/2025,WDL,QACDS,Money Market,0,-10979.52,10979.52
01/02/2025,Dividend,VMFXX,Money Market,0,0,173.96
01/02/2025,Reinvest,VMFXX,Money Market,0,173.96,-173.96
01/02/2025,Interest,,Municipal Bond,0,0,0.24
