Trade Date,Type,Ticker,Security Type,Price USD,Quantity,Amount USD
04/30/2025,Buy,VGT,ETF,534.41,10,5344.15
03/27/2025,Buy,VGT,ETF,559.86,0.52865,295.97
03/10/2025,Buy,VGT,ETF,554.98,10,5549.80
02/24/2025,Buy,VGT,ETF,615.06,10,6150.57
02/24/2025,Buy,VGT,ETF,614.91,10,6149.09
02/21/2025,Buy,VGT,ETF,631.67,10,6316.70
02/21/2025,Buy,VGT,ETF,624.35,30,18730.50
02/12/2025,Buy,VGT,ETF,619.66,20,12393.17
02/04/2025,Buy,VGT,ETF,615.38,20,12307.50
02/04/2025,Buy,VGT,ETF,615.62,30,18468.60
01/27/2025,Buy,VGT,ETF,614.14,10,6141.40
01/27/2025,Buy,VGT,ETF,603.33,10,6033.31
01/10/2025,Buy,VGT,ETF,611.38,20,12227.64
12/31/2024,Buy,VGT,ETF,621.49,9,5593.37
12/30/2024,Buy,VGT,ETF,632.12,15,9481.73
12/20/2024,Buy,VGT,ETF,617.18,0.22841,140.97
12/18/2024,Buy,VGT,ETF,621.02,10,6210.24
12/18/2024,Buy,VGT,ETF,630.97,10,6309.72
10/01/2024,Buy,VGT,ETF,575.63,0.28876,166.22
07/30/2024,Buy,VGT,ETF,557.28,10,5572.78
07/30/2024,Buy,VGT,ETF,550.91,10,5509.13
07/17/2024,Buy,VGT,ETF,590.00,10,5900.00
07/11/2024,Buy,VGT,ETF,597.00,10,5970.00
07/02/2024,Buy,VGT,ETF,578.92,0.18576,107.54
03/27/2024,Buy,VGT,ETF,525.45,0.33718,177.17
12/22/2023,Buy,VGT,ETF,485.12,0.23013,111.64
10/03/2023,Buy,VGT,ETF,416.03,0.29702,123.57
07/05/2023,Buy,VGT,ETF,439.83,0.21506,94.59
03/29/2023,Buy,VGT,ETF,373.10,0.2889,107.79
12/20/2022,Buy,VGT,ETF,320.66,0.37884,121.48
10/03/2022,Buy,VGT,ETF,311.24,0.34109,106.16
06/28/2022,Buy,VGT,ETF,343.81,0.24031,82.62
03/29/2022,Buy,VGT,ETF,426.25,0.22013,93.83
12/21/2021,Buy,VGT,ETF,442.17,0.25678,113.54
10/04/2021,Buy,VGT,ETF,399.31,0.3064,122.35
06/29/2021,Buy,VGT,ETF,398.55,0.20261,80.75
03/31/2021,Buy,VGT,ETF,357.02,0.24234,86.52
03/04/2021,Buy,VGT,ETF,350.00,15,5250.00
12/22/2020,Buy,VGT,ETF,352.15,0.2395,84.34
09/16/2020,Buy,VGT,ETF,310.35,0.27804,86.29
06/25/2020,Buy,VGT,ETF,272.72,0.30101,82.09
03/13/2020,Buy,VGT,ETF,206.09,0.41322,85.16
03/12/2020,Buy,VGT,ETF,203.30,20,4066.00
12/19/2019,Buy,VGT,ETF,240.48,0.27354,65.78
10/02/2019,Buy,VGT,ETF,209.85,0.4009,84.13
06/27/2019,Buy,VGT,ETF,210.96,0.3038,64.09
03/27/2019,Buy,VGT,ETF,199.15,0.2953,58.81
12/24/2018,Buy,VGT,ETF,157.90,9.7762,1543.71
12/19/2018,Buy,VGT,ETF,171.76,0.2238,38.44
12/17/2018,Buy,VGT,ETF,169.51,30,5085.45
10/26/2018,Buy,VGT,ETF,179.25,20,3584.95
10/10/2018,Buy,VGT,ETF,189.55,20,3790.95
10/08/2018,Buy,VGT,ETF,194.60,20,3891.95
07/02/2025,Buy,VOO,ETF,567.21,1.33923,759.62
04/30/2025,Buy,VOO,ETF,499.68,20,9993.55
03/31/2025,Buy,VOO,ETF,506.89,1.4797,750.04
02/24/2025,Buy,VOO,ETF,549.66,10,5496.60
02/21/2025,Buy,VOO,ETF,555.18,10,5551.85
02/21/2025,Buy,VOO,ETF,551.59,50,27579.59
02/12/2025,Buy,VOO,ETF,551.65,20,11033.03
02/11/2025,Buy,VOO,ETF,554.77,20,11095.47
02/04/2025,Buy,VOO,ETF,549.55,50,27477.50
01/27/2025,Buy,VOO,ETF,549.38,10,5493.80
01/10/2025,Buy,VOO,ETF,533.52,20,10670.40
12/31/2024,Buy,VOO,ETF,538.62,10,5386.15
12/27/2024,Buy,VOO,ETF,546.48,0.87366,477.44
12/27/2024,Buy,VOO,ETF,546.48,22,12022.56
12/26/2024,Buy,VOO,ETF,551.54,0.60026,331.07
12/18/2024,Buy,VOO,ETF,540.84,10,5408.38
12/18/2024,Buy,VOO,ETF,546.89,15,8203.31
12/17/2024,Buy,VOO,ETF,554.70,6,3328.20
12/17/2024,Buy,VOO,ETF,554.59,20,11091.73
10/01/2024,Buy,VOO,ETF,523.44,0.43514,227.77
09/06/2024,Buy,VOO,ETF,500.00,30,15000.00
09/04/2024,Buy,VOO,ETF,506.42,10,5064.20
08/07/2024,Buy,VOO,ETF,480.00,10,4800.00
08/05/2024,Buy,VOO,ETF,476.02,20,9520.50
08/02/2024,Buy,VOO,ETF,488.82,10,4888.20
08/02/2024,Buy,VOO,ETF,487.74,15,7316.10
08/01/2024,Buy,VOO,ETF,496.13,4,1984.50
07/24/2024,Buy,VOO,ETF,502.09,10,5020.90
07/19/2024,Buy,VOO,ETF,505.52,10,5055.20
07/17/2024,Buy,VOO,ETF,512.23,10,5122.25
07/11/2024,Buy,VOO,ETF,511.96,10,5119.62
07/03/2025,Buy,VOX,ETF,169.38,1.60417,271.72
04/30/2025,Buy,VOX,ETF,143.63,40,5745.30
04/10/2025,Buy,VOX,ETF,150.01,1.70808,256.23
02/24/2025,Buy,VOX,ETF,162.44,30,4873.07
02/21/2025,Buy,VOX,ETF,163.08,100,16308.00
02/10/2025,Buy,VOX,ETF,167.52,100,16752.00
02/04/2025,Buy,VOX,ETF,168.46,100,16845.50
01/27/2025,Buy,VOX,ETF,161.42,20,3228.48
01/10/2025,Buy,VOX,ETF,155.57,50,7778.60
12/30/2024,Buy,VOX,ETF,156.58,30,4697.43
12/27/2024,Buy,VOX,ETF,156.59,40,6263.80
12/26/2024,Buy,VOX,ETF,156.36,0.4943,77.29
12/18/2024,Buy,VOX,ETF,156.62,30,4698.53
10/03/2024,Buy,VOX,ETF,145.86,0.60442,88.16
07/30/2024,Buy,VOX,ETF,134.20,20,2684.03
07/08/2024,Buy,VOX,ETF,140.22,0.34089,47.80
04/04/2024,Buy,VOX,ETF,131.37,0.35974,47.26
12/29/2023,Buy,VOX,ETF,118.02,0.35825,42.28
10/10/2023,Buy,VOX,ETF,104.69,0.48563,50.84
07/10/2023,Buy,VOX,ETF,106.54,0.37798,40.27
04/04/2023,Buy,VOX,ETF,94.55,0.46557,44.02
12/23/2022,Buy,VOX,ETF,82.01,0.34543,28.33
10/06/2022,Buy,VOX,ETF,86.79,0.31524,27.36
07/01/2022,Buy,VOX,ETF,95.01,0.27828,26.44
04/04/2022,Buy,VOX,ETF,122.52,0.18552,22.73
12/27/2021,Buy,VOX,ETF,134.40,0.49554,66.60
10/08/2021,Buy,VOX,ETF,140.85,0.36627,51.59
06/30/2021,Buy,VOX,ETF,143.62,0.23353,33.54
04/07/2021,Buy,VOX,ETF,131.19,0.21763,28.55
12/29/2020,Buy,VOX,ETF,118.77,0.26624,31.62
09/22/2020,Buy,VOX,ETF,102.16,0.33281,34.00
06/30/2020,Buy,VOX,ETF,92.51,0.36246,33.53
03/18/2020,Buy,VOX,ETF,73.50,0.35729,26.26
12/30/2019,Buy,VOX,ETF,94.26,0.42202,39.78
10/02/2019,Buy,VOX,ETF,84.78,0.4054,34.37
06/27/2019,Buy,VOX,ETF,85.65,0.2801,23.99
03/27/2019,Buy,VOX,ETF,84.28,0.2437,20.54
12/24/2018,Buy,VOX,ETF,70.20,0.0708,4.97
12/24/2018,Buy,VOX,ETF,70.25,19.6797,1382.45
12/19/2018,Buy,VOX,ETF,76.96,0.3203,24.65
12/17/2018,Buy,VOX,ETF,76.00,20,1519.95
10/26/2018,Buy,VOX,ETF,79.09,2,158.17
10/26/2018,Buy,VOX,ETF,79.09,28,2214.38
10/23/2018,Buy,VOX,ETF,81.76,20,1635.15
10/10/2018,Buy,VOX,ETF,83.56,1,83.56
10/10/2018,Buy,VOX,ETF,83.57,29,2423.39
10/09/2018,Buy,VOX,ETF,85.25,20,1704.95
07/02/2025,Buy,VTI,ETF,303.73,0.93641,284.42
03/31/2025,Buy,VTI,ETF,269.89,1.13302,305.79
02/04/2025,Buy,VTI,ETF,298.13,50,14906.75
01/27/2025,Buy,VTI,ETF,295.93,10,2959.30
01/27/2025,Buy,VTI,ETF,296.63,20,5932.60
01/10/2025,Buy,VTI,ETF,287.04,30,8611.20
12/30/2024,Buy,VTI,ETF,291.85,50,14592.25
12/27/2024,Buy,VTI,ETF,293.77,50,14688.60
12/26/2024,Buy,VTI,ETF,296.36,0.31759,94.12
10/31/2024,Buy,VTI,ETF,282.44,100,28244.00
06/24/2020,Buy,WEX,Stock,170.00,20,3400.00
11/20/2020,Buy,ZBRA,Stock,355.00,10,3550.00
03/14/2022,Buy,ZS,Stock,189.18,10,1891.75
02/22/2022,Buy,ZS,Stock,254.54,20,5090.85
