Trade Date,Type,Ticker,Security Type,Price USD,Quantity,Amount USD
05/01/2024,Reinvest,QACDS,Money Market,0,0.09,-0.09
05/01/2024,Dividend,VMFXX,Money Market,0,0,2002.38
05/01/2024,Reinvest,VMFXX,Money Market,0,2002.38,-2002.38
05/01/2024,Interest,,Municipal Bond,0,0,0.09
4/29/2024,ADR,JD,Stock,0,0,-3.31
4/29/2024,Buy,JD,Stock,30.32,4.0508,-122.81
4/29/2024,Dividend,JD,Stock,0,0,126.12
4/22/2024,Dividend,MKC,Stock,0,0,17.99
4/22/2024,Buy,MKC,Stock,74.21,0.24242,-17.99
4/15/2024,Buy,AVB,Stock,182.7,0.18658,-34.09
4/15/2024,Dividend,AVB,Stock,0,0,34.09
4/15/2024,Reinvest,FBSOX,Mutual Fund,0,0.004,-0.22
4/15/2024,Dividend,FBSOX,Mutual Fund,0,0,0.22
4/15/2024,CAP,FBSOX,Mutual Fund,0,0,201.63
4/15/2024,Reinvest,FBSOX,Mutual Fund,0,3.391,-201.63
04/11/2024,Dividend,CRM,Stock,0,0,8.8
04/11/2024,Buy,CRM,Stock,299.47,0.02938,-8.8
04/11/2024,Buy,MTN,Stock,232.25,0.15453,-35.89
04/11/2024,Dividend,MTN,Stock,0,0,35.89
04/05/2024,Dividend,SCHZ,Stock,0,0,0.98
04/05/2024,Buy,SCHZ,Stock,45.5,0.02153,-0.98
04/04/2024,Dividend,VDC,Stock,0,0,53.73
04/04/2024,Reinvest,VDC,Stock,0,0.2629,-53.73
04/04/2024,Dividend,VOX,Stock,0,0,47.26
04/04/2024,Reinvest,VOX,Stock,0,0.35974,-47.26
04/01/2024,Reinvest,QACDS,Money Market,0,0.08,-0.08
04/01/2024,Reinvest,VMFXX,Money Market,0,2060.74,-2060.74
04/01/2024,Dividend,VMFXX,Money Market,0,0,2060.74
04/01/2024,Interest,,Municipal Bond,0,0,0.08
3/28/2024,DBS,QACDS,Money Market,0,0.01,-0.01
3/28/2024,Dividend,GS,Stock,0,0,60.44
3/28/2024,Buy,GS,Stock,416.52,0.1451,-60.44
3/27/2024,Buy,NVDA,Stock,915.4,0.00753,-6.89
3/27/2024,Dividend,NVDA,Stock,0,0,6.9
3/27/2024,Dividend,VGT,Stock,0,0,177.17
3/27/2024,Buy,VGT,Stock,525.44,0.33718,-177.17
3/26/2024,Buy,META,Stock,505.28,0.02473,-12.5
3/26/2024,Dividend,META,Stock,0,0,12.5
3/25/2024,Dividend,SCHX,Stock,0,0,83.18
3/25/2024,Buy,SCHX,Stock,61.69,1.34834,-83.18
3/25/2024,Buy,SCHA,Stock,48.22,0.50352,-24.28
3/25/2024,Dividend,SCHA,Stock,0,0,24.28
3/20/2024,DBS,QACDS,Money Market,0,63.12,-63.12
3/20/2024,Dividend,FHLC,Stock,0,0,14.52
3/20/2024,Dividend,FTEC,Stock,0,0,67.33
3/20/2024,Buy,FTEC,Stock,154.59,0.43553,-67.33
3/20/2024,Dividend,FCOM,Stock,0,0,48.6
3/18/2024,DBS,QACDS,Money Market,0,12.75,-12.75
3/18/2024,Dividend,PAYC,Stock,0,0,12.75
3/14/2024,Dividend,MSFT,Stock,0,0,46.57
3/14/2024,Buy,MSFT,Stock,419.93,0.11089,-46.57
03/07/2024,Dividend,SCHZ,Stock,0,0,0.94
03/07/2024,Reinvest,SCHZ,Stock,0,0.02038,-0.94
03/01/2024,WDL,QACDS,Money Market,0,-1.81,1.81
03/01/2024,Reinvest,QACDS,Money Market,0,0.08,-0.08
03/01/2024,Dividend,VMFXX,Money Market,0,0,1919.9
03/01/2024,Reinvest,VMFXX,Money Market,0,1919.9,-1919.9
03/01/2024,Interest,,Municipal Bond,0,0,0.08
2/29/2024,DBT,JD,Stock,0,0,-1.81
2/28/2024,DBS,QACDS,Money Market,0,0.98,-0.98
2/27/2024,Dividend,,Stock,0,0,0.98
2/23/2024,DBS,QACDS,Money Market,0,170.33,-170.33
2/23/2024,LIQ,,Stock,0,-33,170.33
2/15/2024,Dividend,AAPL,Stock,0,0,24.43
2/15/2024,Reinvest,AAPL,Stock,0,0.13301,-24.43
2/14/2024,Dividend,ASML,Stock,0,0,19.04
2/14/2024,Reinvest,ASML,Stock,0,0.01768,-16.19
2/14/2024,WHT,ASML,Stock,0,0,-2.85
02/09/2024,Reinvest,MA,Stock,0,0.05135,-23.51
02/09/2024,Dividend,MA,Stock,0,0,23.51
02/07/2024,Reinvest,SCHZ,Stock,0,0.02214,-1.02
02/07/2024,Dividend,SCHZ,Stock,0,0,1.02
02/01/2024,Reinvest,QACDS,Money Market,0,0.09,-0.09
02/01/2024,Dividend,VMFXX,Money Market,0,0,2046.08
02/01/2024,Reinvest,VMFXX,Money Market,0,2046.08,-2046.08
02/01/2024,Interest,,Municipal Bond,0,0,0.09
1/18/2024,ADR,BABA,Stock,0,0,-0.1
1/18/2024,Dividend,BABA,Stock,0,0,5
1/18/2024,Reinvest,BABA,Stock,0,0.07127,-4.9
1/16/2024,Reinvest,AVB,Stock,0,0.18076,-32.79
1/16/2024,Dividend,AVB,Stock,0,0,32.79
01/10/2024,Dividend,DIS,Stock,0,0,13.5
01/10/2024,Reinvest,DIS,Stock,0,0.15053,-13.5
01/09/2024,Dividend,MTN,Stock,0,0,32.98
01/09/2024,Reinvest,MTN,Stock,0,0.15556,-32.98
01/08/2024,DBS,QACDS,Money Market,0,5.47,-5.47
01/08/2024,Dividend,POTX,Stock,0,0,5.47
01/08/2024,Dividend,MKC,Stock,0,0,17.88
01/08/2024,Reinvest,MKC,Stock,0,0.26619,-17.88
01/02/2024,Reinvest,QACDS,Money Market,0,0.09,-0.09
01/02/2024,Dividend,VMFXX,Money Market,0,0,2044.05
01/02/2024,Reinvest,VMFXX,Money Market,0,2044.05,-2044.05
01/02/2024,Interest,,Municipal Bond,0,0,0.09
